2.795508003234863281e+01,4.372007846832275391e+00,8.258427619934082031e+00,6.784305095672607422e+00,4.170367717742919922e+00,2.901660203933715820e+00,6.459942817687988281e+00,3.743267059326171875e+00,2.351691722869873047e+00,5.468151569366455078e+00,2.053223371505737305e+00,2.892027139663696289e+00,4.680359363555908203e+00,2.669028520584106445e+00,4.768990516662597656e+00,7.905003356933593750e+01,7.407467651367187500e+01,7.058493804931640625e+01,6.494514465332031250e+01,1.120581665039062500e+02,1.059404373168945312e+02,1.045931167602539062e+02,9.975546264648437500e+01,1.324528656005859375e+02,1.272667694091796875e+02,1.238675384521484375e+02,1.201550216674804688e+02,1.000000000000000000e+00
2.685190010070800781e+01,4.311620235443115234e+00,3.073104667663574219e+01,4.416481018066406250e+00,2.941643238067626953e+00,2.372878074645996094e+00,2.803412914276123047e+00,2.919665336608886719e+00,1.812482357025146484e+00,3.228232860565185547e+00,3.537114381790161133e+00,2.476127624511718750e+00,9.450863838195800781e+00,2.271488904953002930e+00,5.740535736083984375e+00,8.039100646972656250e+01,8.123259735107421875e+01,7.052531433105468750e+01,6.788483428955078125e+01,1.093014602661132812e+02,1.065451660156250000e+02,1.006361846923828125e+02,9.741262054443359375e+01,1.284503021240234375e+02,1.252351379394531250e+02,1.185325469970703125e+02,1.091896362304687500e+02,1.000000000000000000e+00
1.336923694610595703e+01,3.191136169433593750e+01,1.741395187377929688e+01,4.970092296600341797e+00,5.538350343704223633e-01,3.712629795074462891e+00,3.430127859115600586e+00,2.448312997817993164e+00,2.182474851608276367e+00,6.411914825439453125e+00,4.453346729278564453e+00,4.188684940338134766e+00,1.319680881500244141e+01,5.046445846557617188e+00,8.665030479431152344e+00,7.239141082763671875e+01,7.644805145263671875e+01,6.056062316894531250e+01,5.758228683471679688e+01,1.059301147460937500e+02,1.035617904663085938e+02,9.639626312255859375e+01,9.085713195800781250e+01,1.294739685058593750e+02,1.250097198486328125e+02,1.184001159667968750e+02,1.072940444946289062e+02,1.000000000000000000e+00
3.332966232299804688e+01,1.972293472290039062e+01,2.270247459411621094e+00,1.503212451934814453e+01,5.415701389312744141e+00,2.302912473678588867e+00,6.796991348266601562e+00,4.887873172760009766e+00,1.714463472366333008e+00,4.833998680114746094e+00,3.089088439941406250e+00,2.544340610504150391e+00,1.017346000671386719e+01,2.867336750030517578e+00,3.067174673080444336e+00,8.083329010009765625e+01,6.740818786621093750e+01,7.259646606445312500e+01,6.775331878662109375e+01,1.069577636718750000e+02,1.013912124633789062e+02,9.973246765136718750e+01,1.001640396118164062e+02,1.230970916748046875e+02,1.229528427124023438e+02,1.146044845581054688e+02,1.223065567016601562e+02,1.000000000000000000e+00
3.190116310119628906e+01,2.536910438537597656e+01,9.954092025756835938e+00,1.425538158416748047e+01,5.359018802642822266e+00,2.667824268341064453e+00,5.823782444000244141e+00,4.780201911926269531e+00,1.241880297660827637e+00,4.712831020355224609e+00,2.958237409591674805e+00,2.200047492980957031e+00,1.087636184692382812e+01,3.066157579421997070e+00,2.687088489532470703e+00,8.247515106201171875e+01,7.004528045654296875e+01,7.412419128417968750e+01,7.061460113525390625e+01,1.067474822998046875e+02,1.025143661499023438e+02,9.937220001220703125e+01,1.008521499633789062e+02,1.225670318603515625e+02,1.234881439208984375e+02,1.138485412597656250e+02,1.226674804687500000e+02,1.000000000000000000e+00
2.934985733032226562e+01,1.902661514282226562e+01,7.998865127563476562e+00,1.041451263427734375e+01,4.714099407196044922e+00,2.714264392852783203e+00,6.640990257263183594e+00,4.812133789062500000e+00,1.837696433067321777e+00,5.467112541198730469e+00,2.436198234558105469e+00,2.860590219497680664e+00,5.488227367401123047e+00,2.164691686630249023e+00,3.969820261001586914e+00,7.758532714843750000e+01,6.958338165283203125e+01,6.854832458496093750e+01,6.395445632934570312e+01,1.050693130493164062e+02,9.973512268066406250e+01,9.720818328857421875e+01,9.394363403320312500e+01,1.243025054931640625e+02,1.205073547363281250e+02,1.152643737792968750e+02,1.153588333129882812e+02,1.000000000000000000e+00
3.294049453735351562e+01,9.420695304870605469e+00,2.708058595657348633e+00,1.365284824371337891e+01,1.177195072174072266e+01,1.658830881118774414e+00,1.121784400939941406e+01,1.410658359527587891e+01,1.021334552764892578e+01,1.338142013549804688e+01,2.020696640014648438e+01,4.365414047241210938e+01,1.575014686584472656e+01,1.674463462829589844e+01,3.409616088867187500e+01,7.779373931884765625e+01,6.852826690673828125e+01,6.868877410888671875e+01,6.341137695312500000e+01,1.067146453857421875e+02,9.960651397705078125e+01,9.853962707519531250e+01,9.367274475097656250e+01,1.203582382202148438e+02,1.141027526855468750e+02,1.108032531738281250e+02,1.065811004638671875e+02,1.000000000000000000e+00
2.189310264587402344e+01,4.557860374450683594e+00,6.999211788177490234e+00,8.848936080932617188e+00,6.067910671234130859e+00,2.546735763549804688e+00,5.765347957611083984e+00,5.703347682952880859e+00,1.962215662002563477e+00,4.299120426177978516e+00,4.286346435546875000e+00,2.684033632278442383e+00,2.987013101577758789e+00,1.094216585159301758e+00,4.896450042724609375e+00,7.642018127441406250e+01,6.956768798828125000e+01,6.674744415283203125e+01,6.181490707397460938e+01,1.026577224731445312e+02,9.733209228515625000e+01,9.453445434570312500e+01,9.085685729980468750e+01,1.233440246582031250e+02,1.194152221679687500e+02,1.143697052001953125e+02,1.123921432495117188e+02,1.000000000000000000e+00
2.802796173095703125e+01,2.318015813827514648e+00,8.662286758422851562e+00,5.599093914031982422e+00,3.899067401885986328e+00,2.897599697113037109e+00,4.772056102752685547e+00,4.216783046722412109e+00,2.858492612838745117e+00,4.849245071411132812e+00,2.621744394302368164e+00,2.435373544692993164e+00,5.759973049163818359e+00,1.890249609947204590e+00,4.924817085266113281e+00,7.277679443359375000e+01,7.094850158691406250e+01,6.290326309204101562e+01,5.889039230346679688e+01,9.939118194580078125e+01,9.503488159179687500e+01,9.129524230957031250e+01,8.679200744628906250e+01,1.226683502197265625e+02,1.179710693359375000e+02,1.138742523193359375e+02,1.082608184814453125e+02,1.000000000000000000e+00
2.582807540893554688e+01,3.885613679885864258e+00,4.140655040740966797e+00,8.343313217163085938e+00,4.870835781097412109e+00,2.800417184829711914e+00,5.720997333526611328e+00,5.000728607177734375e+00,2.190683841705322266e+00,4.622241497039794922e+00,2.859251022338867188e+00,2.367860078811645508e+00,3.356670379638671875e+00,1.624167084693908691e+00,4.237646102905273438e+00,7.746789550781250000e+01,7.099571990966796875e+01,6.827963256835937500e+01,6.349426651000976562e+01,1.040903549194335938e+02,9.886639404296875000e+01,9.623054504394531250e+01,9.229438781738281250e+01,1.231143417358398438e+02,1.188936462402343750e+02,1.144125595092773438e+02,1.122303543090820312e+02,1.000000000000000000e+00
