3.593298339843750000e+01,2.104502677917480469e+01,1.204735946655273438e+01,1.905241584777832031e+01,1.574906311035156250e+02,7.603963470458984375e+01,2.064499664306640625e+01,1.550641326904296875e+02,1.474452819824218750e+02,2.534227561950683594e+01,1.594457855224609375e+02,1.060848541259765625e+02,3.644296646118164062e+01,1.526226654052734375e+02,5.692920303344726562e+01,1.042264099121093750e+02,9.487023925781250000e+01,9.255881500244140625e+01,9.896821594238281250e+01,1.031470184326171875e+02,1.068472976684570312e+02,9.266689300537109375e+01,1.033563537597656250e+02,8.358169555664062500e+01,9.428322601318359375e+01,7.328524017333984375e+01,1.036386413574218750e+02,0.000000000000000000e+00
3.360739135742187500e+01,4.414145660400390625e+01,8.470385742187500000e+01,1.960026359558105469e+01,1.525718688964843750e+02,2.802433013916015625e+01,1.850607109069824219e+01,1.566371154785156250e+02,1.341059265136718750e+02,2.147993659973144531e+01,1.609324035644531250e+02,9.844454193115234375e+01,2.536605072021484375e+01,1.589424285888671875e+02,3.807759475708007812e+01,1.001951293945312500e+02,9.314189147949218750e+01,8.993737792968750000e+01,9.355892181396484375e+01,9.937969207763671875e+01,1.004789657592773438e+02,8.951219177246093750e+01,9.634343719482421875e+01,9.029721832275390625e+01,9.642356109619140625e+01,7.980013275146484375e+01,1.027233428955078125e+02,0.000000000000000000e+00
3.317164993286132812e+01,3.869819259643554688e+01,3.190041351318359375e+01,2.314996719360351562e+01,1.498147125244140625e+02,7.900625228881835938e+00,2.428140258789062500e+01,1.502707672119140625e+02,3.104624938964843750e+01,3.462263870239257812e+01,1.466355438232421875e+02,5.170475387573242188e+01,4.736076736450195312e+01,1.392667694091796875e+02,4.855862045288085938e+01,9.772701263427734375e+01,8.867424011230468750e+01,8.676557159423828125e+01,9.092802429199218750e+01,1.003967742919921875e+02,1.002173461914062500e+02,9.014482116699218750e+01,1.007197570800781250e+02,1.044736022949218750e+02,1.116314926147460938e+02,9.325051879882812500e+01,1.279963760375976562e+02,0.000000000000000000e+00
2.033243560791015625e+01,7.709708690643310547e+00,6.904394149780273438e+00,9.726371002197265625e+01,8.057616424560546875e+01,6.265214538574218750e+01,1.086433868408203125e+02,7.652079010009765625e+01,8.315225982666015625e+01,1.110536193847656250e+02,7.824785614013671875e+01,7.370103454589843750e+01,1.093245849609375000e+02,7.945133972167968750e+01,7.081475830078125000e+01,9.364448547363281250e+01,1.419978332519531250e+02,8.859563446044921875e+01,1.426775665283203125e+02,1.354108123779296875e+02,1.016226806640625000e+02,1.309821319580078125e+02,1.014365921020507812e+02,1.489445648193359375e+02,8.367815399169921875e+01,1.442016601562500000e+02,8.908659362792968750e+01,0.000000000000000000e+00
1.542494773864746094e+01,4.715591907501220703e+00,1.472791481018066406e+01,6.772916412353515625e+01,1.164089202880859375e+02,4.152392959594726562e+01,6.603070831298828125e+01,1.164995498657226562e+02,4.210099411010742188e+01,5.362569427490234375e+01,1.246460876464843750e+02,4.188219070434570312e+01,3.869256210327148438e+01,1.313349609375000000e+02,4.020903396606445312e+01,1.387346801757812500e+02,7.491415405273437500e+01,1.316120910644531250e+02,7.192596435546875000e+01,1.384304504394531250e+02,7.667090606689453125e+01,1.274800415039062500e+02,8.004324340820312500e+01,1.298761596679687500e+02,8.210034179687500000e+01,1.138665313720703125e+02,8.733329010009765625e+01,0.000000000000000000e+00
2.083612442016601562e+01,2.884391784667968750e+01,3.809202575683593750e+01,7.284685516357421875e+01,1.044023971557617188e+02,3.984350204467773438e+01,7.863396453857421875e+01,1.022891464233398438e+02,5.673764038085937500e+01,6.974945831298828125e+01,1.118514556884765625e+02,5.517934036254882812e+01,5.368243408203125000e+01,1.215476379394531250e+02,4.252275085449218750e+01,1.510396423339843750e+02,8.631722259521484375e+01,1.455427856445312500e+02,7.843460845947265625e+01,1.461624298095703125e+02,7.445667266845703125e+01,1.362428283691406250e+02,7.719779205322265625e+01,1.343049621582031250e+02,7.479794311523437500e+01,1.179866638183593750e+02,8.523593902587890625e+01,0.000000000000000000e+00
3.770711898803710938e+01,5.013031768798828125e+01,7.785654449462890625e+01,2.695591163635253906e+01,1.410686950683593750e+02,6.568682098388671875e+01,3.572279357910156250e+01,1.372904205322265625e+02,1.354858703613281250e+02,5.534220123291015625e+01,1.242475891113281250e+02,1.352358398437500000e+02,8.691303253173828125e+01,9.625300598144531250e+01,9.056446075439453125e+01,8.669444274902343750e+01,8.785494995117187500e+01,7.477573394775390625e+01,8.813816070556640625e+01,9.246606445312500000e+01,9.872536468505859375e+01,8.225800323486328125e+01,9.303355407714843750e+01,9.009082794189453125e+01,9.501720428466796875e+01,7.995700073242187500e+01,1.217408447265625000e+02,0.000000000000000000e+00
4.719499206542968750e+01,5.604716873168945312e+01,2.656511306762695312e+01,4.864241790771484375e+01,1.133659515380859375e+02,5.047571563720703125e+01,8.141015625000000000e+01,9.081276702880859375e+01,1.264755249023437500e+02,1.136612701416015625e+02,6.638885498046875000e+01,1.294128417968750000e+02,1.440464172363281250e+02,3.814683914184570312e+01,1.347234344482421875e+02,7.644573211669921875e+01,1.030736770629882812e+02,6.163359069824218750e+01,1.200930023193359375e+02,8.204846191406250000e+01,1.207846984863281250e+02,7.135587310791015625e+01,1.203266525268554688e+02,8.624183654785156250e+01,1.104586563110351562e+02,7.698484802246093750e+01,1.158535690307617188e+02,0.000000000000000000e+00
4.470608901977539062e+01,1.550217914581298828e+01,2.532413482666015625e+01,1.016458053588867188e+02,6.913157653808593750e+01,7.981329345703125000e+01,1.302475128173828125e+02,4.848770523071289062e+01,1.250929260253906250e+02,1.411244812011718750e+02,4.390604782104492188e+01,1.234745254516601562e+02,1.514240570068359375e+02,3.039749717712402344e+01,1.362022247314453125e+02,7.346363067626953125e+01,1.550324096679687500e+02,6.364241409301757812e+01,1.539196319580078125e+02,1.104600906372070312e+02,1.106222686767578125e+02,1.030621414184570312e+02,1.055252761840820312e+02,1.301712341308593750e+02,7.830270385742187500e+01,1.228445205688476562e+02,7.453018951416015625e+01,0.000000000000000000e+00
2.262541770935058594e+01,1.166855907440185547e+01,7.617100238800048828e+00,9.863969421386718750e+01,8.924024200439453125e+01,6.906156158447265625e+01,9.286326599121093750e+01,9.985456085205078125e+01,6.474543762207031250e+01,7.262355804443359375e+01,1.117587585449218750e+02,5.525188827514648438e+01,4.878074264526367188e+01,1.173442459106445312e+02,5.196628952026367188e+01,1.521391906738281250e+02,6.012940979003906250e+01,1.430858764648437500e+02,6.053769683837890625e+01,1.440124359130859375e+02,5.820753479003906250e+01,1.245164566040039062e+02,6.404152679443359375e+01,1.242154235839843750e+02,6.310000991821289062e+01,8.928682708740234375e+01,7.164122009277343750e+01,0.000000000000000000e+00
